step,phase,tool_ms,update_ms,export_ms,metrics_ms,pipeline_ms,render_ms,faces,remaining_faces,overcut_faces,removed_mm3,completion_pct
42,面粗,2.4533000000701577,11.840899999697285,10.786800000005314,13.175499999761087,38.26400000025387,0.0,44162,1618,43,112.13325394418644,13.243970877623838
43,面粗,2.014600000165956,12.575700000070356,1.3805000003230816,13.128300000062154,29.105199999776232,0.0,44162,1618,43,112.13325394418644,13.243970877623838
44,面粗,2.0896999999422405,12.253399999735848,1.5131000000110362,12.75530000020808,28.619700000035664,0.0,44162,1618,43,112.13325394418644,13.243970877623838
45,面粗,2.631500000006781,13.170199999876786,1.525499999843305,13.281699999879493,30.615099999977247,0.0,44264,1642,43,113.08607248686894,13.356507530107212
46,面粗,2.531800000269868,11.721900000338792,1.4547000000675325,13.256100000035076,28.9732000001095,0.0,44286,1664,43,113.14782023455336,13.363800508267806
47,面粗,2.066399999876012,12.015599999813276,1.3213000001996988,13.472300000103132,28.882399999929476,0.0,44286,1664,43,113.14782023455336,13.363800508267806
48,面粗,2.525699999750941,11.960499999986496,1.0539999998400162,12.613000000328611,28.161700000055134,0.0,44402,1687,43,118.06329258564074,13.944363101233936
49,面粗,2.4069999999483116,12.852299999849492,1.35309999996025,13.001599999824975,29.62200000001758,0.0,44534,1698,43,121.82345086449641,14.388472453177009
50,面粗,1.9586000003073423,11.261999999987893,1.1038000002372428,13.084000000162632,27.417300000252,0.0,44534,1698,43,121.82345086449641,14.388472453177009
51,面粗,2.502999999705935,11.614600000029895,1.4208000002327026,13.37069999999585,28.916999999637483,0.0,44534,1698,43,121.82345086449641,14.388472453177009
52,面粗,2.880300000015268,11.693599999944126,0.9839000003921683,12.851899999986927,28.41820000003281,0.0,44534,1698,43,121.82345086449641,14.388472453177009
53,面粗,2.465099999881204,12.47369999964576,1.7072999999072636,13.187100000322971,29.840100000001257,0.0,44602,1749,43,123.07527052090154,14.53632389322992
54,面粗,2.6941000000988424,10.805700000219076,0.9927999999490567,12.802100000044447,27.304199999889534,0.0,44602,1749,43,123.07527052090154,14.53632389322992
55,面精,2.833099999861588,10.564199999862467,0.9884000000965898,13.400300000284915,27.796300000318297,0.0,44602,1749,43,123.07527052090154,14.53632389322992
56,面精,2.4939999998423446,13.702900000225782,1.3537999998334271,13.47299999997631,31.032100000174978,0.0,44908,1725,52,133.53548063245398,15.771771124255443
57,面精,2.5716000000102213,11.430300000029092,1.0572000001047854,12.833799999953044,27.900400000362424,0.0,44906,1719,53,133.55765710579726,15.77439037016864
58,面精,2.4120000002767483,12.024099999962345,1.3549999998758722,13.688600000023143,29.487799999969866,0.0,44968,1746,64,136.96265963991027,16.17655255501413
59,面精,2.0829000000048836,12.17220000035013,1.1036000000785862,13.306599999850732,28.67470000001049,0.0,44940,1694,70,141.7985556907879,16.74771645343197
60,面精,2.3937999999361637,12.510500000189495,1.0646999999153195,13.522199999897566,29.4992999997703,0.0,45250,1671,70,148.89786385327898,17.586210185203175
61,面精,2.7771000000029744,12.959499999851687,1.0971000001518405,13.086400000247522,29.9273999999059,0.0,45556,1666,70,157.6426275244812,18.619047379518
62,面精,1.885499999843887,11.340600000039558,8.584400000017922,13.480500000241591,35.300699999879726,0.0,45554,1651,70,161.6219621756827,19.08904348129049
63,面精,2.776499999981752,12.857900000199152,1.4102999998613086,13.364199999614357,30.41559999974197,0.0,45538,1572,79,168.76524668309867,19.93273122474871
64,面精,2.612299999782408,12.432999999873573,1.0487999998076702,13.141599999926257,29.242300000078103,0.0,45740,1572,79,176.14703191948502,20.804588102675716
65,面精,2.01599999991231,11.487100000067585,1.2753999999404186,14.000399999986257,28.78550000014002,0.0,45744,1562,79,177.8329165028117,21.0037066115859
66,面精,1.9818999999188236,12.423099999978149,1.4332000000649714,13.498899999831337,29.344799999762472,0.0,45760,1566,79,180.30143768675043,21.295261716971094
67,面精,2.459199999975681,14.055600000119739,1.473599999826547,13.451199999963137,31.446500000129163,0.0,45926,1498,79,186.14264048676705,21.985161608864185
68,面精,2.3848000000725733,13.412999999673048,1.4967000001888664,13.899699999910808,31.202299999677052,0.0,46338,1483,79,192.48840523661056,22.73465491782507
69,面精,2.0831000001635402,12.6642999998694,1.2401999997564417,13.70889999998326,29.703600000175356,0.0,46340,1484,81,193.063302158851,22.8025555434466
70,面精,2.062000000023545,12.968999999884545,1.4603000004171918,13.810599999942497,30.310699999972712,0.0,46364,1491,81,194.30650391904783,22.949389130521965
71,面精,2.4917000000641565,13.844499999777327,1.4108999998825311,13.776400000097055,31.530199999906472,0.0,46512,1443,81,200.30475878595462,23.657838319140176
72,面精,2.374600000166538,13.031299999965995,1.0815000000548025,13.910199999827455,30.408300000090094,0.0,46688,1426,81,206.99287253355578,24.44776620033369
73,面精,1.9449000001259265,11.340999999902124,1.0643000000527536,13.272900000174559,27.630499999759195,0.0,46686,1418,82,207.13539643502736,24.464599586809697
74,面精,2.019300000029034,11.43099999990227,1.0754999998425774,13.43189999988681,27.96489999991536,0.0,46748,1455,87,207.56638241032488,24.51550300309998
75,面精,2.4760999999671185,12.895100000150705,1.1307999998280138,13.948399999662797,30.457899999873916,0.0,46954,1410,87,213.55819016935857,25.223190728852245
76,面精,2.455499999996391,14.413200000035431,1.5405000003738678,14.553399999840622,32.972500000141736,0.0,47264,1402,87,219.92384089886764,25.97503275531039
77,面精,2.1292999999786844,12.202800000068237,1.0997999997925945,13.498100000106206,28.938599999946746,0.0,47268,1409,87,220.1026458053966,25.99615126290337
78,面精,2.0695000002888264,10.99530000010418,1.0948000003736524,13.68559999991703,27.85249999988082,0.0,47304,1437,87,220.7531656649735,26.07298365447778
79,面精,2.4111000002449146,12.924500000281114,1.1035000002266315,13.630099999772938,30.076000000008207,0.0,47562,1405,87,226.89209761268285,26.798048103027945
80,面精,2.4068000002444023,14.815999999882479,1.539799999591196,13.90430000037668,32.67349999987346,0.0,47888,1387,87,233.58054757932405,27.58801569478918
81,面精,2.340999999887572,12.323100000230625,1.1279000000286032,13.864000000012311,29.663799999980256,0.0,47880,1383,87,233.75017288137315,27.608050006480205
82,面精,2.1433999995679187,12.285299999803101,12.249200000042038,14.430700000048091,41.118099999948754,0.0,47924,1420,87,234.71624334961234,27.72215183352128
83,面精,2.4868999998943764,14.666600000055041,1.533600000129809,14.345399999911024,33.039499999631516,0.0,48146,1397,87,240.69568302640255,28.428378774757952
84,面精,2.717800000027637,14.551100000062434,1.1096999996880186,13.70260000021517,32.08930000027976,0.0,48428,1378,87,247.45518495482975,29.226738258126655
85,面精,2.0735000002787274,12.905900000077963,1.554400000259193,14.208200000211946,30.75040000021545,0.0,48426,1376,87,248.39234646711702,29.337425671001878
86,面精,2.1282000002429413,11.906900000212772,1.156000000264612,14.360299999680137,29.557500000009895,0.0,48480,1424,87,249.31181064360862,29.44602286539467
87,面精,2.483900000243011,14.079000000037922,1.4332000000649714,14.49319999983345,32.49690000029659,0.0,48628,1359,87,255.38388018817932,30.163190247830823
88,面精,2.4733000000196625,13.302699999712786,1.1614000000008673,14.115500000116299,31.061599999702594,0.0,48918,1347,87,262.45378651478677,30.99821135177313
89,面精,1.9677999998748419,11.527299999670504,1.1541999997461971,14.366599999902974,29.02379999977711,0.0,48932,1363,87,263.5174695569949,31.123842123542573
90,面精,2.027199999702134,11.328300000059244,1.1645999998108891,13.982800000121642,28.511499999694934,0.0,48950,1374,87,266.07559604202106,31.425980440921897
91,面精,2.5308000003860798,13.69189999968512,1.5702999999120948,14.536199999838573,32.335800000055315,0.0,49202,1327,87,271.8901453451617,32.112732309155675
92,面精,2.5774000000637898,15.118799999982002,1.5972000001056585,14.528299999710725,33.829099999820755,0.0,49374,1321,87,278.4511767437434,32.887650593550084
93,面精,2.4121999999806576,12.218399999710527,1.2024000002384128,14.564799999789102,30.404899999666668,0.0,49376,1324,87,280.5070083827304,33.130463259715945
94,面精,2.1502999998119776,13.215500000114844,1.5828000000510656,15.058399999816174,32.014299999900686,0.0,49394,1336,87,283.88439769040997,33.52936406799509
95,面精,2.4922000002334244,13.577499999883003,1.271800000267831,14.825100000052771,32.17480000012074,0.0,49614,1301,87,289.4182860221699,34.18296728851994
96,面精,2.483799999936309,12.35080000014932,1.1910999996871396,14.202099999693019,30.24569999979576,0.0,49808,1295,87,296.3612166011735,35.00299138627292
97,面精,2.027400000315538,11.755900000025576,1.2052000001858687,14.494099999865284,29.49120000039329,0.0,49812,1297,87,299.0719492003991,35.32315389238407
98,面精,2.0345999996607134,12.38999999986845,1.5008999998826766,14.259000000038213,30.19159999985277,0.0,49822,1294,87,301.99641943062306,35.66856078283998
99,面精,2.4535000002288143,12.732000000141852,1.1862999999721069,14.709500000208209,31.09020000010787,0.0,49942,1237,87,306.50523546503973,36.20109351645797
100,面精,2.5347999999212334,12.429800000063551,1.2047999998685555,14.122999999926833,30.301000000235945,0.0,50124,1274,87,311.17612611709774,36.75276875634009
101,面精,2.014099999996688,12.384999999994761,1.2557999998534797,14.525900000080583,30.18850000034945,0.0,50128,1266,87,316.039657874775,37.32719668646274
102,面精,2.547599999616068,13.748000000305183,1.3073999998596264,14.79109999991124,32.40219999997862,0.0,50326,1232,87,322.1883329013581,38.053411882434595
103,面精,2.437199999803852,14.667700000245532,1.5383999998448417,15.001599999777682,33.6526999999478,0.0,50538,1202,87,329.33616195341165,38.897636378503805
104,面精,2.0813999999518273,12.76110000026165,1.22060000012425,14.623699999901874,30.694800000219402,0.0,50528,1181,87,333.2593381244951,39.36099964613429
105,面精,2.5544000000081724,12.667500000134169,1.170599999568367,15.077900000051159,31.477999999879103,0.0,50536,1155,87,335.63264919098583,39.641309559050846
106,面精,2.44730000031268,14.168400000016845,1.6449999998258136,15.31539999996312,33.58329999991838,0.0,50580,1153,95,338.8583086480139,40.02228967340011
107,面精,2.8383999997458886,15.29789999995046,1.624900000024354,15.250100000230304,35.019200000078854,0.0,50650,1110,95,343.3018171627118,40.5471089869681
108,面精,12.204399999973248,13.737800000399147,1.636899999994057,15.528599999925063,43.11610000013388,0.0,50692,1129,100,343.4832891242622,40.56854249834266
109,台粗,3.6590999998225016,15.135900000132096,1.7149000000244996,15.390500000194152,35.90829999984635,0.0,51206,1298,105,395.09400904439826,46.664244242052916
110,台粗,3.0471999998553656,16.046900000219466,1.555600000301638,15.495800000280724,36.15380000019286,0.0,51920,1363,130,457.8930797488865,54.081393341873564
111,台粗,2.938899999662681,16.28919999984646,1.679599999988568,15.483599999697617,36.39889999976731,0.0,52622,1346,136,492.9573355377579,58.22280515486271
112,台粗,2.9073000000607863,15.333299999838346,1.3653999999405642,15.16540000011446,34.780399999817746,0.0,53252,1439,142,534.6687741185087,63.14931052589409
113,台粗,2.7331999999660184,16.494100000272738,1.7263999998249346,15.705000000252767,36.66609999982029,0.0,53738,1372,150,559.0624289389161,66.03042600838145
114,台粗,2.859100000023318,15.750200000184122,1.3498999996954808,16.178400000171678,36.14479999987452,0.0,54388,1482,154,589.4587119816133,69.62050721306912
115,台粗,2.5366999998368556,13.123900000209687,1.5007000001787674,15.461800000139192,32.63109999988956,0.0,54380,1473,154,606.7655761395581,71.66460739591855
116,台粗,2.74249999984022,15.111000000160857,1.6059999998105923,15.97719999972469,35.443799999939074,0.0,54888,1454,153,619.3681572076603,73.15308838418912
117,台粗,2.951599999960308,16.13690000021961,1.43839999964257,16.55060000030062,37.08669999969061,0.0,55584,1584,157,653.3544535939945,77.16718325566183
118,台粗,2.843600000232982,15.707200000179,1.4003000001139299,16.552499999761494,36.5140000003521,0.0,56134,1552,161,669.5445036277233,79.0793773962216
119,台粗,3.387199999906443,15.271499999926164,1.866399999926216,16.047399999933987,36.5828999997575,0.0,57036,1683,168,691.0437370846339,81.61863503638858
120,台粗,2.9668000001947803,17.01409999986936,1.511200000095414,16.905099999803497,38.4063999999853,0.0,57962,1662,170,696.7855785270294,82.29679943608461
121,台粗,2.7536000002328365,15.938399999868125,1.7522999996799626,17.523800000162737,37.97680000025139,0.0,58830,1776,169,698.6551163991171,82.51760909121928
122,台精,3.1199000000015076,17.588100000011764,2.166199999919627,18.536199999743985,41.420499999730964,0.0,59432,1819,170,703.1811055475628,83.05217012789704
123,台精,2.9593000003842462,18.471299999873736,1.9029000000045926,18.321999999898253,41.663900000003196,0.0,60422,1836,174,711.2716377783945,84.0077365587343
124,台精,2.9831000001649954,18.388299999969604,1.7677000000730914,18.86689999992086,42.01469999998153,0.0,61444,1843,174,717.1198462108805,84.69846388039633
125,台精,2.963200000067445,18.426600000111648,1.672800000051211,18.713899999966088,41.78439999986949,0.0,62080,1833,174,723.5689259139908,85.46015963764228
126,台精,3.0603999998675135,20.38189999984752,2.043599999979051,18.888000000060856,44.38049999998839,0.0,62810,1825,177,728.2437797240564,86.01230296301544
127,台精,3.0551999998351675,22.103400000105466,2.236499999980879,19.483799999761686,46.886899999663,0.0,63530,1875,178,733.0983636289238,86.58567406924453
128,台精,2.2502000001622946,17.501499999980297,2.2441999999500695,19.323399999848334,41.3272999999208,0.0,63532,1877,178,736.0233672562754,86.93114395881778
129,台精,2.903299999616138,21.307099999830825,1.7606999999770778,18.571999999949185,44.55359999974462,0.0,64212,1860,178,739.1037621561409,87.29496698999199
130,台精,2.7756000004046655,21.555199999966135,1.7840999998952611,19.146399999954156,45.26880000003075,0.0,64940,1899,179,745.0324816524662,87.99520341040315
131,台精,2.8058000002602057,22.305299999970885,2.580100000159291,19.766899999922316,47.46550000027128,0.0,65520,1844,184,749.187023931634,88.48589314801251
132,台精,3.690200000164623,21.872199999961595,2.001800000016374,20.61600000024555,48.18909999994503,0.0,66698,1878,187,755.0357848045533,89.17668571798184
133,台精,14.709200000197598,23.97579999978916,2.3962999998730083,20.301800000197545,61.39110000003711,0.0,67470,1867,191,758.7462428222425,89.61492501096964
134,台精,3.021099999841681,19.554199999674893,2.1441000003505906,20.729300000311923,45.45659999985219,0.0,68304,1874,193,760.4020038623858,89.8104856517665
135,柱钻,4.473899999993591,15.8795000002101,1.964999999927386,20.237400000041816,42.56429999986722,0.0,68304,1874,193,760.4020038623858,89.8104856517665
136,柱钻,4.118499999549385,17.878400000427064,2.326199999970413,21.395900000243273,45.72679999955653,0.0,68928,2253,195,766.4818240106033,90.52856845193443
137,柱钻,4.251199999998789,21.147400000245398,2.5469999995948456,21.283300000050076,49.23749999989013,0.0,69930,2169,217,793.8535501632796,93.76142160909669
138,柱钻,4.278899999917485,23.285499999929016,2.549400000134483,21.322200000213343,51.44289999998364,0.0,71482,2285,227,816.4247039015827,96.42728291490744
