step,phase,tool_ms,update_ms,export_ms,metrics_ms,pipeline_ms,render_ms,faces,removed_mm3,planned_remaining_mm3,planned_removed_mm3,excess_removed_mm3,completion_pct,remaining_area_mm2,overcut_area_mm2
1,面粗,3.506799999740906,10.786499999994703,0.7293999997273204,21.361000000069907,36.39460000067629,36.23779999998078,40086,7.275957614183426e-12,846.6741685714587,4.707527750724694e-06,0.0,5.560022850931491e-07,480.5842776197221,10.132535189026479
2,面粗,3.22280000000319,13.122199999997974,0.7296000003407244,24.3984000007913,41.48649999933696,24.899099999856844,40312,10.483011688651459,836.1911598391146,10.483013439871911,0.0,1.2381402162384925,480.27478485559305,10.132535189026479
3,面粗,3.087999999479507,11.256900000262249,0.8025999995879829,23.1262000006609,38.28269999939948,23.878299999523733,40312,10.483011688651459,836.1911598391146,10.483013439871911,0.0,1.2381402162384925,480.27478485559305,10.132535189026479
4,面粗,3.001600000061444,10.778300000310992,0.718100000085542,23.54529999956867,38.05059999922378,22.69369999976334,40312,10.483011688651459,836.1911598391146,10.483013439871911,0.0,1.2381402162384925,480.27478485559305,10.132535189026479
5,面粗,2.8574999996635597,10.943899999801943,1.1507999997775187,23.256100000253355,38.21740000057616,23.847399999795016,40348,10.993577543435094,835.6805939843281,10.993579294658389,0.0,1.2984427353066206,480.2466631232627,10.132535189026479
6,面粗,2.821600000061153,12.727199999972072,1.397500000166474,24.121999999806576,41.07659999954194,22.359799999321694,40572,19.680468140970333,826.9937077506067,19.680465528379727,2.612590606076992e-06,2.3244438237866083,478.9495060072605,10.132535189026479
7,面粗,3.4636000000318745,11.774900000091293,0.790499999311578,23.502600000028906,39.53720000026806,22.179999999934807,40824,27.32768141222914,819.3464963957059,27.32767688328056,4.528948579718417e-06,3.2276497554479975,478.76418478209973,10.132535189026479
8,面粗,2.671600000212493,11.109899999610207,0.9300000001530861,24.78750000045693,39.50589999931253,22.597800000767165,40828,27.366467147119693,819.307710660813,27.3664626181735,4.528946192294825e-06,3.2322307071431142,478.7563809220313,10.132535189026479
9,面粗,2.888400000301772,11.545999999725609,0.7442999994964339,24.090699999760545,39.278100000046834,22.13930000016262,40904,28.311252336075995,818.3629254096173,28.31124786936914,4.466706855055236e-06,3.3438185269931857,478.8176835104442,10.132535189026479
10,面粗,2.788900000268768,11.632199999439763,0.9405999999216874,23.80269999957818,39.17450000062672,21.689600000172504,41046,31.912717343642726,814.7614582001405,31.912715078845963,2.264796762574406e-06,3.769184898513545,479.004432323121,10.132535189026479
11,面粗,2.3291999996217783,11.43670000055863,0.7704999998168205,24.54089999991993,39.08489999957965,29.68239999972866,41046,31.91294318564178,814.7612323581401,31.91294092084638,2.2647953983323532e-06,3.769211572529069,479.0045207213021,10.132535189026479
12,面粗,2.308699999957753,11.307900000247173,0.7454999995388789,22.965000000112923,37.33550000015384,22.439599999415805,41076,31.915170848573325,814.7590046952097,31.91516858377679,2.2647965352007304e-06,3.769474679991268,479.0032423032983,10.132535189026479
13,面粗,2.9039999999440624,11.967899999945075,0.8732999995118007,24.385300000176358,40.14240000014979,21.972999999888998,41296,38.52681723628484,808.1473567777086,38.526816501277835,7.350070063694147e-07,4.550371053846107,477.92668343620585,10.132535189026479
14,面粗,2.90820000009262,11.81689999975788,0.8506999993187492,24.474100000588805,40.058399999907124,21.57489999990503,41626,44.780912437105144,801.8932679037608,44.78090537522564,7.061879500724899e-06,5.289036419027506,476.48739773662123,10.132535189026479
15,面粗,2.4495999996361206,10.883199999625504,0.7574000001113745,25.04419999968377,39.14799999984098,21.238199999970675,41626,44.780912437105144,801.8932679037608,44.78090537522564,7.061879500724899e-06,5.289036419027506,476.48739773662123,10.132535189026479
16,面粗,2.5195999996867613,10.823100000379782,0.7138999999369844,25.05219999966357,39.11710000011226,22.008100000675768,41626,44.780912437105144,801.8932679037608,44.78090537522564,7.061879500724899e-06,5.289036419027506,476.48739773662123,10.132535189026479
17,面粗,3.117799999927229,11.675599999762198,0.7793999993737089,25.172999999995227,40.75299999931303,21.85190000000148,41784,48.92989293739811,797.7442906521412,48.929882626845256,1.0310552852388355e-05,5.779068757624952,476.53838489328393,10.132535189026479
18,面粗,3.047300000616815,12.269699999706063,0.9098999998968793,25.5035999998654,41.73910000008618,19.67380000041885,41946,53.80422457041277,792.8699590575914,53.804214221395114,1.0349017657063087e-05,6.354772109443589,476.516714150495,10.132535189026479
19,面粗,3.2761000002210494,10.010699999838835,0.7601999996040831,25.86429999973916,39.91840000071534,20.043900000018766,41946,53.80422457041277,792.8699590575914,53.804214221395114,1.0349017657063087e-05,6.354772109443589,476.516714150495,10.132535189026479
20,面粗,2.3973999996087514,10.121600000275066,0.7586000001538196,25.39520000027551,38.67999999965832,19.910600000002887,41946,53.80422457041277,792.8699590575914,53.804214221395114,1.0349017657063087e-05,6.354772109443589,476.516714150495,10.132535189026479
21,面粗,2.7888000004168134,13.142700000571494,0.9204999996654806,27.06800000032672,43.92649999954301,20.86680000047636,42196,60.1221355666421,786.5520536639533,60.12211961503317,1.5951608929754002e-05,7.10097479201393,475.5065492715373,10.132535189026479
22,面粗,3.372999999555759,11.133500000141794,0.7308000003831694,27.6837000001251,42.92959999929735,22.988099999565748,42468,66.0437330280256,780.6304587814085,66.04371449757798,1.8530447619014012e-05,7.800369561504979,474.67534193537324,10.132535189026479
23,面粗,3.1006999997771345,11.307900000247173,0.8454999997411505,25.90260000033595,41.16500000054657,21.598100000119302,42468,66.0437330280256,780.6304587814085,66.04371449757798,1.8530447619014012e-05,7.800369561504979,474.67534193537324,10.132535189026479
24,面粗,2.5457000001551933,11.036500000045635,0.9727999995448045,26.672299999518145,41.234000000258675,21.597099999780767,42468,66.0437330280256,780.6304587814085,66.04371449757798,1.8530447619014012e-05,7.800369561504979,474.67534193537324,10.132535189026479
