step,phase,tool_ms,update_ms,export_ms,metrics_ms,pipeline_ms,render_ms,faces,removed_mm3,planned_remaining_mm3,planned_removed_mm3,excess_removed_mm3,completion_pct,remaining_area_mm2,overcut_area_mm2,maintain_ms,check_ms,quality_bad_pct,reference_max_mm,deadline_missed
1,面粗,2.9766999978164677,8.964699998614378,0.9218999985023402,22.066000001359498,1200.5423999980849,0.0,40010,-0.0007914961970527656,846.6949382752629,0.00040955567646960844,0.0,4.837107910404923e-05,480.58426381735774,10.132535189026479,335.2864000007685,775.8868999990227,0.18245438640339917,0.0005420665214289574,True
