step,total_steps,phase,tool_ms,update_ms,export_ms,metrics_ms,pipeline_ms,render_ms,faces,removed_mm3,completion_pct,degenerate_faces
46,138,面粗,2.380500000072061,10.572799999863491,1.1162000000695116,6.472700000131226,20.547800000031202,0.0,44286,113.14782023455336,13.363800508267806,56
47,138,面粗,2.031699999861303,10.45879999992394,0.9867999999642052,7.001500000114902,20.484699999997247,0.0,44286,113.14782023455336,13.363800508267806,56
48,138,面粗,2.6147999999466265,11.790199999950346,1.0990000000674627,6.254599999920174,21.76570000005995,0.0,44402,118.06329258564074,13.944363101233936,58
49,138,面粗,2.444599999989805,11.732700000038676,1.1323999999603984,6.2567999998464074,21.571100000073784,0.0,44534,121.82345086449641,14.388472453177009,62
50,138,面粗,2.005399999916335,11.398700000199824,1.4243999999052903,6.429199999956836,21.263500000031854,366.9305999999324,44534,121.82345086449641,14.388472453177009,62
51,138,面粗,2.793300000121235,11.126200000035169,1.2387000001581328,6.290199999966717,21.45480000012867,0.0,44534,121.82345086449641,14.388472453177009,62
52,138,面粗,2.6533000000199536,10.039099999858081,1.0140000001683802,6.07350000018414,19.78430000008302,0.0,44534,121.82345086449641,14.388472453177009,62
53,138,面粗,2.440900000010515,11.294899999938934,1.1309999999866704,6.3928000001851615,21.266200000127355,0.0,44602,123.07527052090154,14.53632389322992,64
54,138,面粗,2.697500000067521,10.520099999894228,1.0223000001587934,7.138300000178788,21.383600000035585,487.06339999989723,44602,123.07527052090154,14.53632389322992,64
55,138,面精,4.300199999988763,12.759700000060548,1.4845000000605069,6.208999999898879,24.760600000035993,365.80549999985124,44602,123.07527052090154,14.53632389322992,64
56,138,面精,3.0200999999578926,14.117199999873264,1.3836999999057298,6.187899999986257,24.715599999808546,0.0,44908,133.53548063245398,15.771771124255443,68
57,138,面精,2.77419999997619,11.496600000100443,1.0537000000567787,6.760400000075606,22.091900000077658,0.0,44906,133.55765710579726,15.77439037016864,68
58,138,面精,2.389700000094308,10.797200000070006,0.9936999999808904,6.185799999911978,20.373699999936434,0.0,44968,136.96265963991027,16.17655255501413,68
59,138,面精,1.9305000000713335,10.73780000001534,0.9786000000531203,6.30940000019109,19.96229999986099,0.0,44940,141.7985556907879,16.74771645343197,68
60,138,面精,2.3959000000104425,11.911700000155179,1.0340999999698397,6.27159999999094,21.62029999999504,372.1984999999677,45250,148.89786385327898,17.586210185203175,78
61,138,面精,3.4519999999247375,14.9192999999741,1.4000000001033186,6.373800000119445,26.150499999857857,0.0,45556,157.6426275244812,18.619047379518,86
62,138,面精,2.0994000001337554,11.732100000017454,1.0561999999936234,6.8891000000803615,21.783000000141328,0.0,45554,161.6219621756827,19.08904348129049,86
63,138,面精,2.529800000047544,12.08889999998064,1.132800000050338,6.57350000005863,22.33110000020133,0.0,45538,168.76524668309867,19.93273122474871,86
64,138,面精,2.412400000139314,12.48329999998532,1.1148999999477383,6.738999999924999,22.75459999987106,0.0,45740,176.14703191948502,20.804588102675716,90
65,138,面精,2.0868999999947846,11.490600000115592,1.1058000000048196,7.4707999999645835,22.160700000085853,0.0,45744,177.8329165028117,21.0037066115859,90
66,138,面精,2.2034000000985543,12.206900000137466,1.1265000000548753,7.14679999987311,22.68950000006953,0.0,45760,180.30143768675043,21.295261716971094,90
67,138,面精,2.4373999999625084,13.72140000012223,1.157699999794204,6.945900000118854,24.268500000061977,0.0,45926,186.14264048676705,21.985161608864185,74
68,138,面精,2.6565999999093037,14.909399999851303,1.140099999929589,7.041900000103851,25.753899999926944,0.0,46338,192.48840523661056,22.73465491782507,86
69,138,面精,2.0653999999922235,13.502799999969284,1.3420000000223808,7.034599999997226,23.951099999976577,0.0,46340,193.063302158851,22.8025555434466,88
70,138,面精,2.0331000000624044,12.701899999910893,1.1114999999790598,7.5851999999940745,23.437400000148045,496.11060000006546,46364,194.30650391904783,22.949389130521965,88
71,138,面精,2.8696000001673383,15.182200000026569,1.4605999999730557,6.75760000012815,26.275400000031368,0.0,46512,200.30475878595462,23.657838319140176,92
72,138,面精,2.4467999999160384,12.896100000034494,1.0787999999593012,6.871499999988373,23.29860000008921,0.0,46688,206.99287253355578,24.44776620033369,98
73,138,面精,1.956100000143124,12.510900000052061,1.6476000000693602,6.56499999990956,22.685100000217062,0.0,46686,207.13539643502736,24.464599586809697,98
74,138,面精,2.1317000000635744,11.321899999984453,1.0775000000649015,6.4433999998527725,20.979900000156704,0.0,46748,207.56638241032488,24.51550300309998,98
75,138,面精,2.4862000000211992,14.18069999999716,1.5232999999170715,6.6415999999662745,24.838000000045213,0.0,46954,213.55819016935857,25.223190728852245,92
76,138,面精,2.4699999999029387,14.183199999934004,1.2070999998741172,7.039000000077067,24.905600000010963,0.0,47264,219.92384089886764,25.97503275531039,100
77,138,面精,2.052099999900747,11.768899999879068,1.20399999991605,6.618600000138031,21.650700000009238,0.0,47268,220.1026458053966,25.99615126290337,100
78,138,面精,1.9520999999258493,10.77620000000934,1.1007999999037565,7.221800000024814,21.056699999917328,0.0,47304,220.7531656649735,26.07298365447778,100
79,138,面精,2.517800000077841,12.778900000057547,1.0881999999128311,6.849600000123246,23.240499999928943,0.0,47562,226.89209761268285,26.798048103027945,106
80,138,面精,6.470499999977619,14.606899999989764,1.712400000087655,6.820999999945343,29.61789999994835,388.71539999991,47888,233.58054757932405,27.58801569478918,106
81,138,面精,2.2624000000632805,11.88559999991412,1.119799999969473,6.876700000020719,22.1507000001111,0.0,47880,233.75017288137315,27.608050006480205,106
82,138,面精,2.100400000017544,11.310099999946033,1.442499999939173,6.61879999984194,21.478099999967526,0.0,47924,234.71624334961234,27.72215183352128,106
83,138,面精,2.5030000001606822,13.421500000049491,1.1230000000068685,7.2998000000552565,24.35349999996106,0.0,48146,240.69568302640255,28.428378774757952,118
84,138,面精,2.6389000001927343,14.124399999900561,1.1704000000918313,6.962000000157786,24.90130000001045,0.0,48428,247.45518495482975,29.226738258126655,118
85,138,面精,2.1449000000757223,11.298299999907613,1.1513000001741602,6.735500000104366,21.335800000088057,0.0,48426,248.39234646711702,29.337425671001878,118
86,138,面精,2.099300000054427,11.500699999942299,1.1485999998512852,6.726399999934074,21.48170000009486,0.0,48480,249.31181064360862,29.44602286539467,118
87,138,面精,2.705999999989217,12.935799999922892,1.1561999999685213,7.3958000000402535,24.19999999983702,0.0,48628,255.38388018817932,30.163190247830823,122
88,138,面精,2.576300000100673,14.057800000045972,1.1807999999291496,7.501299999830735,25.321500000018204,0.0,48918,262.45378651478677,30.99821135177313,124
89,138,面精,2.122099999951388,12.87310000020625,1.1656000001494249,6.991699999844059,23.15920000000915,0.0,48932,263.5174695569949,31.123842123542573,124
90,138,面精,1.9546999999420223,13.562999999976455,1.3024999998378917,7.312299999966854,24.138100000072882,404.1905999999926,48950,266.07559604202106,31.425980440921897,124
91,138,面精,2.9466999999385735,14.981700000134879,1.2930999998843618,7.158499999832202,26.38539999998102,0.0,49202,271.8901453451617,32.112732309155675,122
92,138,面精,2.5121999999555555,14.180600000145205,1.3746999998147658,8.294199999909324,26.367100000015853,0.0,49374,278.4511767437434,32.887650593550084,124
93,138,面精,2.0209000001614186,12.689200000068013,1.286100000015722,7.621099999823855,23.62259999995331,0.0,49376,280.5070083827304,33.130463259715945,124
94,138,面精,2.1555000000716973,13.554999999996653,1.38150000020687,7.514399999990928,24.61330000005546,0.0,49394,283.88439769040997,33.52936406799509,124
95,138,面精,2.615399999967849,14.21570000002248,1.5313000001242472,8.138700000017707,26.509000000032756,0.0,49614,289.4182860221699,34.18296728851994,138
96,138,面精,2.632599999969898,14.820100000179082,1.2739999999666907,8.280499999955282,27.01400000000831,0.0,49808,296.3612166011735,35.00299138627292,140
97,138,面精,2.0966000001862994,13.575700000046709,1.2684000000717788,8.088999999927182,25.03540000020621,0.0,49812,299.0719492003991,35.32315389238407,142
98,138,面精,2.103999999917505,13.887999999951717,1.3301999999839609,7.97189999980219,25.300600000036866,0.0,49822,301.99641943062306,35.66856078283998,142
99,138,面精,2.4430999999367486,14.441300000044066,1.2616999999863765,7.843699999966702,25.996399999939968,0.0,49942,306.50523546503973,36.20109351645797,144
100,138,面精,2.479499999935797,13.25659999997697,1.249800000096002,7.6008000000911125,24.592099999836137,517.6833000000443,50124,311.17612611709774,36.75276875634009,144
101,138,面精,2.7130000000852306,13.571400000046197,1.2193000000024767,6.857599999875674,24.367499999925712,0.0,50128,316.039657874775,37.32719668646274,144
102,138,面精,2.6746999999431864,13.081099999908474,1.234899999872141,6.938800000170886,23.935599999958868,0.0,50326,322.1883329013581,38.053411882434595,150
103,138,面精,2.470499999844833,13.104899999916597,1.3886000001548382,7.479699999976219,24.48899999990317,0.0,50538,329.33616195341165,38.897636378503805,152
104,138,面精,2.395799999931114,11.785100000224702,1.4572999998563319,7.469700000001467,23.11510000004091,0.0,50528,333.2593381244951,39.36099964613429,152
105,138,面精,2.7278000000023894,12.252600000010716,1.3249000000996602,7.274399999914749,23.58500000013919,0.0,50536,335.63264919098583,39.641309559050846,152
106,138,面精,2.5129000000561064,12.36960000005638,1.4327999999750318,7.176200000003519,23.498799999970288,0.0,50580,338.8583086480139,40.02228967340011,152
107,138,面精,2.7947999999469175,13.110200000028271,1.3828999999532243,6.981699999869306,24.27639999996245,0.0,50650,343.3018171627118,40.5471089869681,154
108,138,面精,2.11370000010902,11.144700000158991,1.2148000000706816,7.121599999891259,21.59950000009303,415.9819999999854,50692,343.4832891242622,40.56854249834266,154
109,138,台粗,3.3934999999019055,13.261999999940599,1.3225000000147702,7.413600000063525,25.398399999858157,516.3253000000623,51206,395.09400904439826,46.664244242052916,152
110,138,台粗,3.3617000001413544,16.45409999991898,1.763600000003862,7.4076000000786735,28.992699999889737,405.6804999997894,51920,457.8930797488865,54.081393341873564,156
111,138,台粗,3.540200000088589,14.53639999999723,1.2661999999181717,7.283599999936996,26.632500000005166,0.0,52622,492.9573355377579,58.22280515486271,174
112,138,台粗,2.7300000001559965,13.558299999886003,1.2879000000793894,7.294499999943582,24.876899999981106,0.0,53252,534.6687741185087,63.14931052589409,182
113,138,台粗,2.6957000000038533,15.594299999975192,2.17689999999493,8.035800000016025,28.509499999927357,0.0,53738,559.0624289389161,66.03042600838145,186
114,138,台粗,2.659100000073522,16.64019999998345,1.5086999999311956,8.473099999946498,29.286700000056953,0.0,54388,589.4587119816133,69.62050721306912,194
115,138,台粗,2.2238999999899534,13.93410000014228,1.4696999999159743,8.319799999981115,25.953800000024785,0.0,54380,606.7655761395581,71.66460739591855,194
116,138,台粗,3.9139000000432134,15.55129999997007,1.5065000000049622,8.664200000112032,29.643000000078246,0.0,54888,619.3681572076603,73.15308838418912,212
117,138,台粗,2.8288000000884495,17.56240000008802,1.8267000000378175,8.105399999976726,30.329500000107146,0.0,55584,653.3544535939945,77.16718325566183,220
118,138,台粗,2.8173999999125954,18.44570000002932,1.9225999999434862,8.283399999982066,31.475000000000364,0.0,56134,669.5445036277233,79.0793773962216,232
119,138,台粗,3.202999999984968,17.120499999919048,1.6286000000036438,8.69949999992059,30.66179999996166,0.0,57036,691.0437370846339,81.61863503638858,244
120,138,台粗,2.8330000000096334,17.728400000123656,1.6970000001492735,9.178700000120443,31.444599999986167,555.0859999998465,57962,696.7855785270294,82.29679943608461,262
121,138,台粗,3.3066999999391555,18.27980000007301,1.748300000144809,8.633099999997285,31.975399999964793,440.01040000011926,58830,698.6551163991171,82.51760909121928,274
122,138,台精,3.6493000000064058,18.33929999997963,1.6069999999217544,8.726300000034826,32.327699999996184,470.7058000001325,59432,703.1811055475628,83.05217012789704,284
123,138,台精,3.183199999966746,20.659799999975803,1.627899999903093,8.753499999784253,34.23239999983707,0.0,60422,711.2716377783945,84.0077365587343,297
124,138,台精,3.1376000001728244,19.37550000002375,1.7361000000164495,9.61419999998725,33.8701000000583,0.0,61444,717.1198462108805,84.69846388039633,319
125,138,台精,2.9047000000446133,20.56729999981144,1.6031999998631363,9.957799999938288,35.03990000012891,0.0,62080,723.5689259139908,85.46015963764228,317
126,138,台精,2.7397999999720923,20.040199999812103,1.7735000001266599,11.014700000032462,35.57560000012927,0.0,62810,728.2437797240564,86.01230296301544,325
127,138,台精,2.614700000094672,23.28029999989667,1.7113999999764928,10.054200000013225,37.666799999897194,0.0,63530,733.0983636289238,86.58567406924453,323
128,138,台精,2.4118000001180917,18.572100000028513,1.9293000000288885,10.082100000090577,33.00209999997605,0.0,63532,736.0233672562754,86.93114395881778,323
129,138,台精,2.676999999948748,21.881600000142498,2.0311999999194086,11.1640999998599,37.759899999855406,0.0,64212,739.1037621561409,87.29496698999199,329
130,138,台精,2.8211999999712134,23.436800000126823,1.804200000151468,10.40910000006079,38.47799999994095,625.0380000001314,64940,745.0324816524662,87.99520341040315,357
131,138,台精,3.341899999895759,21.945199999890974,2.0205999999234336,9.0800999998919,36.40620000010131,0.0,65520,749.187023931634,88.48589314801251,359
132,138,台精,3.0484000001251843,20.494700000199373,2.062399999886111,10.08100000012746,35.69359999983135,0.0,66698,755.0357848045533,89.17668571798184,371
133,138,台精,3.0848000001242326,23.509000000103697,2.7156000001014036,10.004600000002029,39.320399999951405,0.0,67470,758.7462428222425,89.61492501096964,369
134,138,台精,2.7812999999241583,20.58260000012524,2.0016999999370455,10.085900000149195,35.458000000062384,524.0750000000389,68304,760.4020038623858,89.8104856517665,377
135,138,柱钻,5.249599999842758,18.26929999992899,1.9719000001714448,10.304199999836783,35.801799999944706,615.5138999999963,68304,760.4020038623858,89.8104856517665,377
136,138,柱钻,5.031700000017736,17.61650000003101,1.9394000000829692,10.59450000002471,35.18830000007256,0.0,68928,766.4818240106033,90.52856845193443,387
137,138,柱钻,4.126699999915218,19.12270000002536,2.0190999998703774,10.518399999909889,35.79259999992246,0.0,69930,793.8535501632796,93.76142160909669,385
138,138,柱钻,3.9572999999109015,22.291200000154276,1.9724999999652937,10.550499999908425,38.77620000002935,608.3599000000959,71482,816.4247039015827,96.42728291490744,465
